Ano,PAIS,TIPO_PLANTACAO,TEMPERATURA_MEDIA_C,TOTAL_PRECIPITACAO_MM,EMISSAO_CO2_MT,EVENTOS_TEMPERATURA_EXTREMA,ACESSO_IRRIGACAO_%,SAUDE_DO_SOLO,ESTRATEGIA_ADAPTACAO,IMPACTO_ECONOMICO_USD,NIVEL_CO2
1992,China,Sugarcane,7.06,416.45,1.35,10,96.22,96.09,Drought-resistant Crops,292.31,BAIXO
2006,Brazil,Fruits,32.45,2580.32,10.97,5,44.69,42.23,Drought-resistant Crops,669.94,MEDIO
2019,Australia,Cotton,31.6,2790.32,13.98,10,66.9,77.27,Crop Rotation,409.2,MEDIO
1999,USA,Fruits,23.99,2699.58,3.26,6,98.4,77.68,Organic Farming,581.73,BAIXO
1996,India,Wheat,19.32,1896.87,4.49,9,89.2,69.6,No Adaptation,716.72,BAIXO
1998,USA,Fruits,29.37,522.22,4.89,9,70.35,51.73,Drought-resistant Crops,305.42,BAIXO
2021,Brazil,Coffee,7.83,254.8,15.02,3,55.91,67.69,Organic Farming,1095.07,MEDIO
2018,USA,Barley,26.81,1496.37,24.25,2,47.67,54.11,No Adaptation,511.51,MEDIO
2000,Russia,Soybeans,32.89,1533.09,20.34,1,58.75,33.32,Water Management,1449.08,MEDIO
1997,Canada,Vegetables,19.83,2968.49,26.13,3,76.75,86.44,Crop Rotation,578.12,MEDIO
1994,Russia,Fruits,13.05,1951.82,20.76,10,98.63,46.25,Crop Rotation,983.49,MEDIO
2012,Argentina,Cotton,15.16,2475.16,27.31,5,83.34,98.12,Drought-resistant Crops,1117.25,MEDIO
2009,India,Cotton,19.21,1773.68,28.44,2,75.15,36.04,Organic Farming,1121.3,MEDIO
2017,Brazil,Corn,7.58,222.48,17.26,2,70.69,77.85,No Adaptation,230.89,MEDIO
2012,Canada,Coffee,9.37,479.27,7.62,6,53.63,96.64,Drought-resistant Crops,1065.72,BAIXO
2009,Argentina,Barley,31.32,249.92,9.55,6,28.44,99.42,Organic Farming,390.22,BAIXO
2007,France,Cotton,15.89,1598.84,8.91,7,50.61,41.76,Organic Farming,1255.07,BAIXO
2019,Canada,Barley,12.72,690.97,1.4,1,41.29,39.39,Crop Rotation,1216.48,BAIXO
2000,Argentina,Barley,24.86,2796.86,29.93,3,32.03,61.56,No Adaptation,576.25,MEDIO
2022,Nigeria,Rice,22.94,658.01,17.28,5,88.58,67.19,No Adaptation,917.35,MEDIO
2016,Nigeria,Coffee,1.03,884.03,6.75,0,87.34,99.45,Drought-resistant Crops,642.22,BAIXO
1999,China,Wheat,16.71,2872.79,20.51,0,35.52,59.57,Water Management,384.54,MEDIO
2002,Russia,Sugarcane,23.12,484.61,24.01,7,16.23,36.52,Crop Rotation,370.95,MEDIO
2019,Canada,Sugarcane,9.43,2895.67,22.42,6,68.37,84.67,No Adaptation,414.26,MEDIO
2022,Australia,Barley,31.16,998.03,21.35,3,86.93,42.06,Water Management,229.2,MEDIO
2014,Nigeria,Barley,28.7,1342.69,1.94,5,95.15,48.67,Organic Farming,298.98,BAIXO
2021,USA,Barley,26.14,525.27,17.02,5,25.85,73.96,No Adaptation,990.99,MEDIO
2019,Argentina,Wheat,23.67,1698.27,14.92,0,46.46,97.79,Water Management,485.7,MEDIO
2014,France,Fruits,28.96,2572.95,19.43,8,51.7,42.41,Water Management,541.26,MEDIO
2003,France,Sugarcane,20.87,638.11,20.1,3,98.75,62.11,Drought-resistant Crops,1084.32,MEDIO
2009,USA,Corn,1.03,980.26,3.89,4,30.26,92.9,No Adaptation,284.28,BAIXO
1991,Russia,Rice,34.79,2519.56,20.39,3,72.14,86.16,Drought-resistant Crops,871.95,MEDIO
2018,Nigeria,Barley,17.25,2237.11,7.82,0,29.4,31.13,No Adaptation,841.95,BAIXO
2024,Argentina,Fruits,5.5,2318.53,25.71,2,97.24,95.84,Organic Farming,405.77,MEDIO
2003,Russia,Vegetables,26.27,1140.8,28.61,5,31.35,98.48,Drought-resistant Crops,1002.58,MEDIO
2023,Nigeria,Rice,4.06,2266.41,21.65,5,89.58,46.38,No Adaptation,910.16,MEDIO
2010,Argentina,Rice,22.28,1203.83,5.49,7,23.62,86.6,Organic Farming,280.62,BAIXO
2014,Nigeria,Soybeans,9.78,2308.31,28.63,0,99.05,64.62,Water Management,543.49,MEDIO
2000,Russia,Sugarcane,22.44,2087.3,12.77,3,93.78,89.42,Water Management,1043.39,MEDIO
2011,Brazil,Vegetables,3.65,1051.32,29.15,5,36.91,65.62,Water Management,401.52,MEDIO
2013,Australia,Cotton,19.05,1803.57,20.95,0,47.52,59.65,Water Management,684.7,MEDIO
2015,Nigeria,Coffee,-0.07,1964.25,4.98,3,28.45,56.55,Crop Rotation,1308.39,BAIXO
2019,Canada,Cotton,29.2,2218.48,19.63,5,21.82,57.86,Organic Farming,512.14,MEDIO
2024,USA,Coffee,5.11,974.91,14.66,0,14.41,39.63,Crop Rotation,280.27,MEDIO
1992,India,Cotton,17.32,2277.07,18.06,3,77.61,31.88,Crop Rotation,224.71,MEDIO
1998,USA,Corn,1.57,1564.04,28.92,9,85.6,56.56,Water Management,790.31,MEDIO
2011,Brazil,Sugarcane,22.27,330.29,14.57,5,50.61,44.23,No Adaptation,142.22,MEDIO
2011,France,Soybeans,13.61,398.13,17.14,5,64.55,98.91,Crop Rotation,702.5,MEDIO
1993,France,Wheat,16.29,1128.82,24.69,3,60.87,69.21,Organic Farming,1130.85,MEDIO
2010,France,Vegetables,21.68,1853.22,15.08,0,47.5,52.81,No Adaptation,531.85,MEDIO
2015,USA,Coffee,19.03,477.93,13.29,4,10.74,49.98,No Adaptation,350.89,MEDIO
2002,China,Rice,13.51,225.75,3.99,0,35.32,99.43,Organic Farming,576.93,BAIXO
2011,Canada,Soybeans,25.6,1395.44,6.88,5,64.92,96.87,Crop Rotation,1152.83,BAIXO
2017,China,Rice,15.88,1959.04,20.4,2,74.42,89.33,Crop Rotation,1409.89,MEDIO
2008,USA,Coffee,30.31,1938.77,16.56,7,51.96,30.31,Organic Farming,393.12,MEDIO
1991,Nigeria,Wheat,-2.96,1625.84,15.59,5,73.44,32.43,Organic Farming,381.46,MEDIO
2024,France,Rice,27.48,587.95,19.38,8,27.8,64.81,Drought-resistant Crops,195.31,MEDIO
2018,France,Vegetables,29.79,748.85,29.59,10,23.61,41.13,Drought-resistant Crops,632.77,MEDIO
2013,Brazil,Fruits,-3.02,1036.05,22.95,10,56.63,61.29,Water Management,89.19,MEDIO
2016,Brazil,Wheat,12.62,2892.79,21.43,5,54.46,65.05,Organic Farming,276.01,MEDIO
2008,Australia,Sugarcane,12.62,2186.48,5.91,1,76.98,47.45,Organic Farming,255.87,BAIXO
1990,China,Fruits,30.56,1809.86,12.2,9,50.28,89.02,Drought-resistant Crops,1464.87,MEDIO
2003,Nigeria,Rice,27.68,2702.05,12.52,3,38.12,40.11,Organic Farming,412.8,MEDIO
1991,China,Soybeans,29.98,2659.63,22.53,0,32.22,56.14,Organic Farming,208.03,MEDIO
2019,USA,Fruits,25.69,2478.96,10.87,0,87.88,69.25,Organic Farming,1164.38,MEDIO
1991,China,Cotton,22.85,242.85,28.17,9,38.44,55.28,No Adaptation,282.29,MEDIO
2010,Australia,Corn,22.29,1663.53,10.78,8,32.1,83.84,Drought-resistant Crops,517.54,MEDIO
2001,France,Fruits,-2.59,1756.92,18.81,6,43.77,30.68,Crop Rotation,1143.49,MEDIO
2006,Nigeria,Barley,-0.13,1561.24,12.11,10,19.79,95.53,No Adaptation,423.45,MEDIO
2010,Nigeria,Vegetables,22.06,1972.87,4.08,8,82.68,34.64,Drought-resistant Crops,475.63,BAIXO
2015,Argentina,Wheat,26.6,813.91,3.55,4,43.95,90.72,Drought-resistant Crops,1136.97,BAIXO
2011,Argentina,Fruits,18.03,1565.6,23.49,9,35.34,64.26,No Adaptation,780.44,MEDIO
2009,Russia,Wheat,7.24,2034.91,2.15,1,14.24,72.17,Organic Farming,747.22,BAIXO
1999,Nigeria,Rice,26.1,2006.34,9.07,1,58.38,63.95,No Adaptation,813.37,BAIXO
2002,USA,Vegetables,32.45,2246.53,9.24,8,43.68,38.67,Crop Rotation,496.11,BAIXO
2004,Australia,Soybeans,21.44,989.41,29.41,8,37.14,37.35,Drought-resistant Crops,201.34,MEDIO
1992,Nigeria,Fruits,8.33,2035.07,3.42,8,18.16,72.33,Crop Rotation,708.57,BAIXO
2013,Nigeria,Wheat,5.5,1258.04,11.47,5,36.6,74.39,Drought-resistant Crops,716.19,MEDIO
1993,France,Corn,18.87,1876.09,17.01,2,75.29,39.7,Water Management,979.53,MEDIO
2001,Australia,Vegetables,26.68,1972.81,28.43,4,68.74,75.37,Water Management,402.92,MEDIO
1996,Canada,Vegetables,9.45,541.87,23.86,5,31.63,73.52,Organic Farming,121.54,MEDIO
2022,France,Cotton,2.42,2275.38,10.62,0,14.7,97.62,Water Management,340.02,MEDIO
2024,Nigeria,Coffee,28.8,966.11,6.05,2,76.96,53.95,No Adaptation,234.91,BAIXO
2007,India,Coffee,3.88,2415.63,7.79,9,93.68,93.68,Crop Rotation,250.66,BAIXO
1995,Canada,Soybeans,3.5,887.29,11.0,0,23.27,32.04,Drought-resistant Crops,305.67,MEDIO
2005,Brazil,Coffee,2.84,1627.65,10.44,7,53.53,34.36,Water Management,635.14,MEDIO
2015,Australia,Fruits,12.03,2609.84,3.98,9,46.55,48.08,Organic Farming,937.98,BAIXO
1993,France,Rice,5.17,2518.64,0.7,2,13.99,74.61,No Adaptation,188.4,BAIXO
1996,Canada,Barley,-1.15,537.17,22.92,7,93.38,44.0,Crop Rotation,287.51,MEDIO
2023,Russia,Sugarcane,23.01,1305.66,5.2,5,96.54,75.25,Crop Rotation,802.52,BAIXO
2012,Russia,Barley,21.46,1809.41,9.31,10,88.47,66.86,No Adaptation,334.79,BAIXO
2011,Canada,Barley,32.72,2523.34,1.53,0,87.83,74.6,Drought-resistant Crops,404.23,BAIXO
1997,USA,Vegetables,0.17,744.72,21.7,6,99.83,71.09,No Adaptation,606.66,MEDIO
1995,India,Vegetables,3.46,1522.13,24.66,2,73.73,59.36,Drought-resistant Crops,312.84,MEDIO
2018,Nigeria,Cotton,25.86,2566.62,11.6,7,30.32,68.53,Water Management,336.06,MEDIO
1992,USA,Sugarcane,2.71,2784.8,10.49,4,44.69,32.1,No Adaptation,830.47,MEDIO
2024,USA,Wheat,8.23,1855.61,11.92,7,72.26,82.6,No Adaptation,941.83,MEDIO
2024,Canada,Rice,17.22,1304.45,23.65,3,85.9,32.98,Crop Rotation,605.17,MEDIO
2006,India,Fruits,17.08,605.97,27.94,8,92.18,89.03,Crop Rotation,1561.84,MEDIO
1996,Canada,Rice,28.37,293.65,9.96,2,16.33,42.41,Drought-resistant Crops,1489.28,BAIXO
2008,Nigeria,Fruits,12.33,598.64,17.34,1,91.47,53.82,Crop Rotation,1104.46,MEDIO
2021,Argentina,Wheat,17.78,1062.17,27.14,0,83.58,72.98,Crop Rotation,233.89,MEDIO
1993,France,Fruits,6.62,1302.06,6.96,5,60.75,85.09,No Adaptation,677.81,BAIXO
1992,Argentina,Corn,33.15,1501.56,26.49,1,30.09,40.94,Drought-resistant Crops,1425.35,MEDIO
1999,France,Wheat,7.78,715.44,12.87,4,84.24,71.41,Water Management,1135.75,MEDIO
1991,India,Soybeans,8.42,522.7,28.8,10,70.42,54.64,Water Management,111.06,MEDIO
1997,Australia,Cotton,19.75,1888.14,17.81,4,44.54,46.41,Organic Farming,843.91,MEDIO
2007,Brazil,Wheat,11.68,998.57,16.77,0,37.76,83.76,No Adaptation,969.55,MEDIO
1998,China,Vegetables,32.92,1306.52,6.94,5,93.99,88.48,Organic Farming,475.62,BAIXO
2018,Argentina,Barley,33.62,1115.41,9.42,2,90.83,62.21,Water Management,599.2,BAIXO
2022,Brazil,Barley,12.13,1417.15,26.27,10,54.98,34.58,Crop Rotation,875.43,MEDIO
2004,Canada,Barley,27.31,399.14,19.02,9,26.52,33.18,Organic Farming,1225.72,MEDIO
2020,Canada,Barley,-3.69,1952.58,4.54,4,40.6,63.13,No Adaptation,381.75,BAIXO
2019,Canada,Barley,18.56,431.43,28.65,7,94.16,33.0,Water Management,1475.54,MEDIO
2016,Nigeria,Rice,30.51,731.17,22.29,8,44.38,33.23,Drought-resistant Crops,278.11,MEDIO
2006,Brazil,Soybeans,27.23,2224.63,1.16,7,54.4,43.7,Water Management,865.63,BAIXO
2018,Brazil,Coffee,33.21,1670.4,29.62,4,52.3,37.69,Drought-resistant Crops,209.42,MEDIO
2016,China,Vegetables,32.18,658.12,5.14,4,49.87,98.69,Drought-resistant Crops,557.64,BAIXO
2000,USA,Soybeans,22.28,1773.95,23.17,2,39.8,60.55,Crop Rotation,643.28,MEDIO
1995,France,Cotton,1.58,924.86,15.86,2,45.29,47.71,No Adaptation,814.36,MEDIO
2022,India,Cotton,0.14,1832.14,17.07,5,95.47,67.01,Organic Farming,180.11,MEDIO
2008,Nigeria,Soybeans,11.18,2395.73,26.57,0,93.22,89.89,Water Management,729.22,MEDIO
2008,Nigeria,Vegetables,27.28,2188.48,28.79,8,62.25,47.06,Organic Farming,1337.64,MEDIO
2022,Argentina,Wheat,3.91,900.09,29.04,8,44.23,47.01,No Adaptation,184.23,MEDIO
1990,Russia,Sugarcane,6.52,2970.2,13.1,0,63.73,98.09,No Adaptation,514.78,MEDIO
1995,Canada,Sugarcane,6.17,1405.44,18.52,2,47.06,47.28,Water Management,440.4,MEDIO
2003,Argentina,Cotton,27.28,1011.19,24.53,9,28.36,84.31,Water Management,588.09,MEDIO
2001,France,Coffee,6.64,2915.04,3.1,7,22.97,80.19,Organic Farming,166.9,BAIXO
2014,China,Wheat,4.52,2955.14,6.26,4,27.88,66.79,Drought-resistant Crops,298.17,BAIXO
2011,Russia,Coffee,29.84,506.63,20.55,9,93.9,32.73,Drought-resistant Crops,998.2,MEDIO
2013,India,Fruits,0.2,2427.19,24.1,7,66.3,65.08,Drought-resistant Crops,977.58,MEDIO
2013,India,Cotton,15.58,2690.21,24.61,1,31.09,95.52,Crop Rotation,943.84,MEDIO
1999,Australia,Sugarcane,0.29,1368.42,12.43,10,61.97,56.22,Drought-resistant Crops,605.69,MEDIO
2021,Argentina,Barley,9.18,2581.21,6.96,7,30.87,56.72,Organic Farming,704.43,BAIXO
2022,Nigeria,Coffee,-2.81,2656.82,11.71,1,50.58,97.68,Drought-resistant Crops,347.5,MEDIO
2000,USA,Fruits,-2.15,2987.17,27.72,2,86.6,39.25,Crop Rotation,741.08,MEDIO
1997,China,Cotton,32.76,1098.2,11.55,2,92.98,88.27,Water Management,1150.58,MEDIO
2013,Australia,Fruits,20.85,1522.34,25.37,1,94.69,84.75,Crop Rotation,1442.67,MEDIO
1998,Russia,Barley,34.68,1630.0,15.56,10,56.41,81.6,Crop Rotation,685.27,MEDIO
2012,USA,Rice,13.84,2326.18,27.47,7,27.35,61.91,Water Management,933.46,MEDIO
2022,Russia,Rice,-4.56,1574.67,24.44,5,33.21,92.26,No Adaptation,267.62,MEDIO
2015,USA,Rice,4.76,2684.34,26.77,5,80.82,48.14,Crop Rotation,608.88,MEDIO
1990,China,Rice,31.39,930.9,22.87,5,42.81,83.52,Drought-resistant Crops,1020.47,MEDIO
2010,Canada,Cotton,27.4,1766.35,23.83,6,52.47,69.51,No Adaptation,415.32,MEDIO
2019,Brazil,Vegetables,16.05,605.32,14.05,8,81.41,68.22,No Adaptation,851.53,MEDIO
2010,India,Rice,20.11,1085.87,20.34,2,26.81,76.48,Crop Rotation,236.3,MEDIO
2024,Brazil,Rice,20.92,599.62,19.83,9,52.75,32.31,Drought-resistant Crops,826.06,MEDIO
2020,Russia,Rice,-0.52,811.78,0.74,7,59.42,40.57,Water Management,917.83,BAIXO
2013,China,Sugarcane,6.17,596.13,16.94,6,79.85,47.67,Crop Rotation,203.74,MEDIO
1995,Brazil,Coffee,32.86,1908.73,14.7,4,39.89,39.66,Water Management,317.4,MEDIO
1996,Australia,Soybeans,6.07,2716.7,22.34,0,93.32,34.95,Organic Farming,714.6,MEDIO
2008,China,Rice,27.01,652.86,7.97,1,11.29,35.19,Organic Farming,1684.95,BAIXO
2021,Argentina,Vegetables,23.35,1517.72,11.09,2,11.12,98.8,Crop Rotation,687.86,MEDIO
2020,Argentina,Barley,11.79,1467.12,8.07,8,51.62,47.03,Crop Rotation,219.38,BAIXO
2014,Canada,Vegetables,23.37,601.36,7.75,9,11.83,57.05,Water Management,176.69,BAIXO
1991,Canada,Vegetables,29.65,1697.45,8.36,3,95.53,47.71,Water Management,638.23,BAIXO
2012,France,Fruits,5.89,2752.74,17.14,5,34.0,44.82,Crop Rotation,423.18,MEDIO
1997,USA,Coffee,29.68,2624.12,10.0,7,22.75,44.12,Drought-resistant Crops,1242.19,MEDIO
2012,India,Corn,30.9,2100.38,18.18,2,24.05,36.56,Water Management,682.51,MEDIO
1998,Russia,Cotton,13.94,2460.27,24.17,1,40.05,89.63,Water Management,236.03,MEDIO
2000,Russia,Soybeans,7.32,587.5,13.53,0,88.22,40.9,Drought-resistant Crops,1146.36,MEDIO
1995,India,Rice,22.36,1564.4,28.18,0,41.16,45.38,Crop Rotation,183.47,MEDIO
2002,Brazil,Coffee,20.35,1909.09,7.79,0,85.06,72.83,Organic Farming,1267.09,BAIXO
1991,Russia,Fruits,15.52,1646.55,5.2,3,78.8,41.68,No Adaptation,1034.06,BAIXO
2010,Nigeria,Barley,30.92,1469.88,5.66,0,70.19,88.5,Drought-resistant Crops,1138.49,BAIXO
2012,France,Soybeans,25.26,284.99,9.03,1,18.71,55.27,Organic Farming,236.5,BAIXO
1999,Russia,Coffee,9.52,1810.18,3.92,1,72.17,54.64,Water Management,537.87,BAIXO
2022,Russia,Vegetables,28.95,2435.42,28.19,7,15.27,62.44,Drought-resistant Crops,406.46,MEDIO
2021,Brazil,Rice,12.19,956.56,1.92,9,30.34,38.48,Water Management,1447.01,BAIXO
2002,India,Wheat,-4.81,1915.14,28.29,5,44.2,75.12,Drought-resistant Crops,294.46,MEDIO
1996,Argentina,Rice,1.55,1422.24,27.89,5,26.38,62.52,No Adaptation,597.56,MEDIO
2006,India,Vegetables,-2.44,2621.81,8.02,2,83.44,88.54,Water Management,175.61,BAIXO
2006,Nigeria,Cotton,2.78,1602.02,7.22,3,52.5,69.25,No Adaptation,525.01,BAIXO
1991,China,Wheat,14.89,2306.24,25.24,4,70.19,35.28,Organic Farming,341.49,MEDIO
1996,India,Wheat,2.63,2385.17,12.17,0,59.1,93.67,No Adaptation,491.78,MEDIO
1995,India,Cotton,27.09,426.95,6.35,1,25.72,62.58,No Adaptation,580.73,BAIXO
1997,India,Vegetables,31.14,683.74,10.47,9,55.93,66.37,No Adaptation,987.69,MEDIO
1991,France,Barley,-1.49,761.43,6.48,10,42.78,68.7,Water Management,601.16,BAIXO
2019,Russia,Corn,16.5,988.54,22.73,4,79.15,54.51,Organic Farming,507.08,MEDIO
2000,Canada,Corn,2.53,886.75,3.28,5,90.15,98.46,Drought-resistant Crops,561.77,BAIXO
2000,Nigeria,Corn,9.23,2580.97,17.82,1,59.32,38.16,Organic Farming,972.93,MEDIO
1995,Argentina,Rice,2.46,1250.23,3.6,7,52.55,44.98,Water Management,373.51,BAIXO
2010,Brazil,Cotton,12.13,586.82,10.79,10,54.42,62.05,No Adaptation,378.94,MEDIO
2013,Russia,Vegetables,11.73,677.69,1.23,4,87.26,79.15,Drought-resistant Crops,1141.17,BAIXO
2022,Australia,Wheat,13.62,2332.71,1.33,6,54.88,44.65,Organic Farming,247.83,BAIXO
1992,Argentina,Coffee,6.95,802.64,13.4,2,24.27,77.53,Drought-resistant Crops,495.3,MEDIO
1992,Russia,Rice,11.35,2608.65,25.02,7,64.38,60.16,Water Management,697.82,MEDIO
1996,China,Cotton,11.57,1894.06,13.65,8,69.56,90.69,Crop Rotation,203.81,MEDIO
1995,Australia,Cotton,33.74,1322.54,28.24,4,12.24,72.02,Water Management,1138.77,MEDIO
2014,Canada,Sugarcane,31.37,2912.07,3.11,3,47.01,47.72,Drought-resistant Crops,381.84,BAIXO
2004,India,Corn,14.23,1162.73,23.86,5,95.8,54.24,Crop Rotation,612.8,MEDIO
1999,France,Barley,24.94,855.78,27.81,0,10.42,31.93,Water Management,529.31,MEDIO
2008,India,Cotton,-2.7,656.92,10.02,5,81.7,46.53,Organic Farming,439.88,MEDIO
1999,Russia,Corn,28.51,2922.09,15.4,6,44.55,86.58,Crop Rotation,438.04,MEDIO
2010,France,Rice,14.91,1013.61,17.48,2,47.56,45.94,Drought-resistant Crops,492.65,MEDIO
1993,Australia,Coffee,17.6,1053.46,29.11,0,99.9,62.64,Organic Farming,416.62,MEDIO
2024,Nigeria,Barley,13.41,2595.59,4.32,1,98.12,35.46,Crop Rotation,601.78,BAIXO
2022,Canada,Fruits,29.23,1654.08,27.3,6,33.17,47.39,Drought-resistant Crops,626.29,MEDIO
2019,France,Fruits,19.3,2034.8,15.44,3,41.75,30.85,Water Management,1146.68,MEDIO
2005,Argentina,Corn,11.02,1845.24,27.88,6,29.43,85.48,Organic Farming,1376.91,MEDIO
2002,France,Coffee,11.62,1503.07,28.26,5,44.8,44.35,Organic Farming,1164.09,MEDIO
2003,Canada,Vegetables,29.13,614.23,18.3,9,35.11,31.83,Drought-resistant Crops,509.59,MEDIO
1994,USA,Barley,2.89,1441.88,20.79,10,14.22,43.8,No Adaptation,604.57,MEDIO
2022,France,Corn,15.08,2088.72,2.77,1,26.81,61.75,Crop Rotation,1343.83,BAIXO
2017,France,Vegetables,19.34,2318.39,4.08,0,53.7,38.75,No Adaptation,1129.95,BAIXO
1998,China,Rice,33.72,2234.1,19.4,7,74.83,30.39,Organic Farming,228.9,MEDIO
2024,Canada,Coffee,2.02,2827.51,19.56,6,80.89,35.29,Crop Rotation,1026.34,MEDIO
2003,USA,Barley,-1.97,1162.37,5.47,5,26.1,35.05,Water Management,801.73,BAIXO
2023,Nigeria,Corn,16.98,1605.89,17.98,10,69.82,67.61,No Adaptation,856.92,MEDIO
2000,Russia,Sugarcane,29.38,1422.26,12.74,4,25.12,38.07,No Adaptation,1318.8,MEDIO
2021,France,Sugarcane,15.55,1127.37,4.25,2,55.6,64.86,Drought-resistant Crops,1133.43,BAIXO
1993,Argentina,Corn,-4.46,821.03,4.92,0,53.59,96.05,No Adaptation,524.52,BAIXO
2021,Argentina,Soybeans,27.06,661.19,16.08,8,32.5,39.88,Drought-resistant Crops,307.61,MEDIO
1990,Australia,Wheat,9.51,792.95,20.71,10,61.95,42.84,Drought-resistant Crops,683.64,MEDIO
1990,India,Corn,5.99,316.05,15.71,9,26.04,89.27,Drought-resistant Crops,113.13,MEDIO
2019,Argentina,Corn,14.09,942.31,22.95,2,71.08,90.28,Crop Rotation,629.77,MEDIO
2017,USA,Barley,17.07,2160.72,2.22,2,87.53,40.9,Water Management,989.54,BAIXO
2018,Canada,Soybeans,10.45,1932.31,26.16,6,13.82,36.79,Organic Farming,729.67,MEDIO
2018,Nigeria,Wheat,25.19,2636.93,17.66,10,26.12,36.89,Crop Rotation,859.1,MEDIO
2011,Nigeria,Coffee,0.34,1771.39,21.29,4,67.63,68.38,Organic Farming,638.34,MEDIO
2021,Australia,Rice,23.57,1068.65,26.28,9,21.21,61.6,Crop Rotation,217.19,MEDIO
1999,China,Barley,6.93,931.6,18.77,5,46.55,68.49,Crop Rotation,257.47,MEDIO
1995,USA,Barley,9.16,2811.24,29.95,4,10.13,62.06,Organic Farming,352.93,MEDIO
1996,France,Cotton,24.83,2310.96,23.13,5,18.08,40.18,Organic Farming,316.84,MEDIO
2004,Argentina,Wheat,21.38,2549.91,24.25,10,40.23,31.91,Drought-resistant Crops,256.76,MEDIO
2024,China,Vegetables,-3.81,790.4,23.82,4,78.21,32.34,Drought-resistant Crops,362.28,MEDIO
2016,Russia,Cotton,11.87,875.46,29.94,6,74.34,72.94,Crop Rotation,883.25,MEDIO
2016,Brazil,Coffee,11.62,831.46,9.47,0,55.3,56.56,No Adaptation,1092.93,BAIXO
2014,China,Cotton,1.36,2090.77,2.93,8,38.22,50.96,Water Management,303.7,BAIXO
2014,Brazil,Soybeans,29.22,267.79,21.12,5,19.43,39.76,Crop Rotation,578.88,MEDIO
1996,India,Wheat,25.09,1660.3,7.36,0,29.66,84.26,Crop Rotation,389.19,BAIXO
2008,France,Cotton,31.96,356.38,20.62,7,21.03,40.59,Crop Rotation,435.9,MEDIO
2022,USA,Vegetables,34.16,245.45,7.46,8,93.99,71.5,Organic Farming,671.32,BAIXO
2013,China,Wheat,34.07,1580.35,21.22,1,97.9,60.96,Water Management,508.92,MEDIO
1999,USA,Sugarcane,26.46,370.81,19.18,3,19.71,75.83,No Adaptation,1054.52,MEDIO
2013,France,Corn,-0.14,1369.98,2.61,9,70.6,47.33,No Adaptation,239.67,BAIXO
2011,Australia,Corn,15.86,2482.75,6.39,9,17.4,97.04,Organic Farming,838.62,BAIXO
1992,Brazil,Soybeans,-4.47,1462.35,2.64,10,78.33,80.17,No Adaptation,1030.66,BAIXO
2009,Australia,Cotton,23.1,1887.0,1.8,7,85.43,58.01,Drought-resistant Crops,292.5,BAIXO
2000,Russia,Cotton,28.35,924.24,1.09,9,98.92,55.96,Organic Farming,703.31,BAIXO
2003,Australia,Vegetables,21.99,211.34,21.7,6,31.58,90.3,Water Management,684.02,MEDIO
2000,Nigeria,Vegetables,21.18,820.76,27.7,9,30.43,89.35,Water Management,200.2,MEDIO
1999,Brazil,Corn,6.61,1011.56,28.33,1,11.78,61.65,No Adaptation,249.41,MEDIO
2012,China,Vegetables,7.8,863.0,24.34,6,76.41,93.75,Crop Rotation,644.02,MEDIO
1990,Brazil,Fruits,33.31,1291.53,23.13,2,84.88,90.53,Drought-resistant Crops,454.09,MEDIO
2004,USA,Wheat,-0.53,2509.65,12.24,9,65.56,44.45,Drought-resistant Crops,195.7,MEDIO
2008,Canada,Barley,12.09,1638.13,27.07,5,10.74,49.48,Drought-resistant Crops,830.41,MEDIO
2018,Canada,Rice,-4.35,1732.62,13.56,10,61.17,92.17,Organic Farming,846.55,MEDIO
2018,Canada,Sugarcane,17.1,2964.36,1.89,2,42.84,41.75,Drought-resistant Crops,1593.84,BAIXO
2015,China,Wheat,5.48,2390.19,16.9,7,84.81,69.05,No Adaptation,776.85,MEDIO
1998,Brazil,Corn,33.34,945.19,3.65,2,88.68,43.48,Crop Rotation,480.6,BAIXO
1995,Canada,Coffee,5.18,2978.33,28.14,10,52.69,76.79,Drought-resistant Crops,387.47,MEDIO
2016,Brazil,Soybeans,-4.0,1786.46,3.0,5,11.75,55.99,Organic Farming,401.6,BAIXO
2009,China,Fruits,0.28,614.98,8.85,7,60.38,58.67,No Adaptation,1176.86,BAIXO
2004,Australia,Rice,31.0,2975.05,7.95,7,54.87,78.61,No Adaptation,590.26,BAIXO
1994,Russia,Corn,6.14,2608.73,14.32,0,93.9,68.38,Organic Farming,748.29,MEDIO
1995,India,Vegetables,-1.94,2723.03,4.38,0,35.1,64.8,Crop Rotation,347.14,BAIXO
2016,India,Sugarcane,18.88,1640.89,7.15,2,27.54,54.9,Water Management,862.5,BAIXO
2011,Canada,Coffee,10.36,2900.4,9.86,8,58.54,79.33,Crop Rotation,790.24,BAIXO
2017,Nigeria,Cotton,12.56,1281.7,26.69,9,57.8,78.48,Crop Rotation,1785.08,MEDIO
1990,Australia,Barley,1.55,1794.74,5.36,5,34.95,40.77,Organic Farming,710.12,BAIXO
2024,Argentina,Soybeans,29.39,2811.44,16.82,8,25.57,36.16,Drought-resistant Crops,567.91,MEDIO
2024,India,Vegetables,27.37,674.2,27.44,1,44.8,91.13,No Adaptation,344.39,MEDIO
